p_id,start_year,season_days_injured,total_days_injured,season_minutes_played,season_matches_in_squad,total_minutes_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
callumwilson_1992,2018,72,443,2649.0,30,11374.0,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward,26,2804.0,70.1,260.0,20.0,20.37037037037037,3.5,4,1.0,886.0,260.0
callumwilson_1997,2018,72,443,2649.0,30,11374.0,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,21,5453.0,77.9,197.33333333333337,23.333333333333332,20.52892162782273,3.5,4,0.0,1329.0,72.0
callumwilson_1992,2019,12,443,3061.0,35,11374.0,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward,27,8102.0,81.02,166.0,25.0,20.37037037037037,3.5,4,0.0,1772.0,72.0
callumwilson_1997,2019,12,443,3061.0,35,11374.0,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,22,11163.0,82.68888888888888,135.2,27.0,20.52892162782273,3.5,4,0.0,2215.0,12.0
callumwilson_1992,2020,99,443,2195.0,27,11374.0,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward,28,14224.0,83.67058823529412,114.66666666666669,28.333333333333332,20.37037037037037,3.5,4,0.0,2658.0,12.0
callumwilson_1997,2020,99,443,2195.0,27,11374.0,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward,23,16419.0,83.7704081632653,112.42857142857144,28.0,20.52892162782273,3.5,4,0.0,3101.0,99.0
calumchambers,2017,58,458,904.0,19,7975.0,1995-01-20,182.83333333333331,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,22,2375.0,95.0,63.0,25.0,21.139944939750333,3.0,2,0.0,458.0,63.0
calumchambers,2018,22,458,2736.0,33,7975.0,1995-01-20,182.83333333333331,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,23,3279.0,88.62162162162163,60.5,18.5,21.139944939750333,3.0,2,0.0,916.0,58.0
calumchambers,2019,315,458,1163.0,19,7975.0,1995-01-20,182.83333333333331,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,24,6015.0,88.45588235294117,47.666666666666664,22.666666666666668,21.139944939750333,3.0,2,0.0,1374.0,22.0
cenktosun,2019,275,558,496.0,21,2732.0,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward,28,1145.0,45.8,61.0,25.0,23.291229956104985,3.5,4,0.0,558.0,61.0
cenktosun,2020,222,558,65.0,11,2732.0,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward,29,1641.0,46.885714285714286,168.0,17.5,23.291229956104985,3.5,4,1.0,1116.0,275.0
charlieaustin,2017,98,273,1115.0,25,3293.0,1989-07-05,188.0,84.0,England,High/Medium,61.66666666666666,73.0,76.16666666666667,Forward,28,969.0,64.6,143.0,15.0,23.76641014033499,3.5,4,1.0,273.0,143.0
charlieaustin,2018,32,273,1050.0,35,3293.0,1989-07-05,188.0,84.0,England,High/Medium,61.66666666666666,73.0,76.16666666666667,Forward,29,2084.0,53.43589743589744,120.5,19.5,23.76641014033499,3.5,4,0.0,546.0,98.0
charliedaniels,2018,190,631,1674.0,25,8195.0,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder,32,3230.0,95.0,17.0,34.0,23.671253629592226,3.5,3,0.0,631.0,17.0
charliedaniels,2019,424,631,132.0,3,8195.0,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder,33,4904.0,89.16363636363636,103.5,27.5,23.671253629592226,3.5,3,1.0,1262.0,190.0
charlietaylor,2019,30,142,2056.0,30,9049.0,1993-09-18,182.66666666666663,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender,26,1004.0,91.27272727272728,5.0,11.0,21.17853908039854,3.5,2,0.0,142.0,5.0
charlietaylor,2020,107,142,2559.0,30,9049.0,1993-09-18,182.66666666666663,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender,27,3060.0,87.42857142857143,17.5,17.5,21.17853908039854,3.5,2,0.0,284.0,30.0
chrissmalling,2018,57,313,2243.0,28,6215.0,1989-11-22,193.33333333333331,82.5,England,Medium/High,71.66666666666667,81.16666666666667,80.66666666666667,Defender,29,1292.0,71.77777777777777,91.0,18.0,22.071938168846614,3.5,2,0.0,313.0,91.0
christianatsu,2019,12,115,819.0,28,4299.0,1992-01-10,168.5,66.5,Ghana,High/Low,88.83333333333333,47.833333333333336,75.0,Midfielder,27,1888.0,67.42857142857143,103.0,28.0,23.421884493127525,3.0,3,0.0,115.0,103.0
christianbenteke,2018,146,264,863.0,20,9811.0,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,28,2376.0,76.64516129032258,55.0,31.0,22.99168975069252,2.5,4,0.0,264.0,55.0
christianbenteke,2019,49,264,1347.0,27,9811.0,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,29,3239.0,68.91489361702128,100.5,23.5,22.99168975069252,2.5,4,1.0,528.0,146.0
christianbenteke,2020,14,264,1943.0,34,9811.0,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,30,4586.0,64.59154929577464,83.33333333333333,23.666666666666668,22.99168975069252,2.5,4,0.0,792.0,49.0
christianeriksen,2019,5,265,1185.0,23,10791.0,1992-02-14,179.83333333333334,74.33333333333333,Denmark,High/Medium,74.5,61.833333333333336,85.83333333333333,Midfielder,27,2933.0,83.8,28.0,35.0,22.984931813945735,3.5,3,0.0,265.0,28.0
christianfuchs,2020,56,65,742.0,29,7096.0,1986-04-07,186.66666666666663,87.0,Austria,Medium/Medium,58.0,72.83333333333333,74.66666666666667,Defender,34,2038.0,81.52,9.0,25.0,24.96811224489797,3.0,2,0.0,65.0,9.0
christiankabasele,2018,22,85,1740.0,31,7443.0,1991-02-24,187.66666666666663,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender,27,823.0,51.4375,52.0,16.0,23.850912865295985,3.5,2,0.0,85.0,52.0
christiankabasele,2019,11,85,2423.0,34,7443.0,1991-02-24,187.66666666666663,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender,28,2563.0,69.27027027027027,37.0,18.5,23.850912865295985,3.5,2,0.0,170.0,22.0
christianpulisic,2020,108,382,1840.0,29,3638.0,1998-09-18,175.2,69.0,United States,Medium/Medium,88.6,55.0,77.2,Midfielder,22,1798.0,71.92,172.0,25.0,22.479201851504353,3.0,3,1.0,382.0,172.0
chriswood,2018,7,172,2706.0,38,9813.0,1991-12-07,190.33333333333331,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,27,1689.0,70.375,78.0,24.0,25.8096374382363,3.5,4,0.0,172.0,78.0
chriswood,2019,70,172,2553.0,32,9813.0,1991-12-07,190.33333333333331,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,28,4395.0,70.88709677419355,42.5,31.0,25.8096374382363,3.5,4,0.0,344.0,7.0
chriswood,2020,17,172,2865.0,33,9813.0,1991-12-07,190.33333333333331,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,29,6948.0,73.91489361702128,51.666666666666664,31.333333333333332,25.8096374382363,3.5,4,0.0,516.0,70.0
ciaranclark,2018,90,407,908.0,20,5984.0,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,29,1845.0,92.25,31.0,20.0,23.575243119694672,3.0,2,0.0,407.0,31.0
ciaranclark,2019,243,407,1243.0,18,5984.0,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,30,2753.0,88.80645161290323,60.5,15.5,23.575243119694672,3.0,2,0.0,814.0,90.0
ciaranclark,2020,43,407,1988.0,30,5984.0,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,31,3996.0,88.8,121.33333333333331,15.0,23.575243119694672,3.0,2,1.0,1221.0,243.0
claudiobravo_1997,2016,57,396,2074.0,30,2634.0,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,19,2074.0,94.27272727272728,57.0,22.0,24.495375850923217,3.0,1,0.0,396.0,57.0
claudiobravo_1983,2018,264,396,0.0,2,2634.0,1983-04-13,184.0,80.0,Chile,Medium/Medium,72.8,53.0,80.5,Goalkeeper,35,4148.0,94.27272727272728,57.0,22.0,23.629489603024577,3.0,1,0.0,792.0,57.0
claudiobravo_1997,2018,264,396,0.0,2,2634.0,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,21,4148.0,94.27272727272728,126.0,14.666666666666666,24.495375850923217,3.0,1,1.0,1188.0,264.0
collinquaner,2018,36,219,47.0,4,1423.0,1991-06-18,191.0,79.0,Germany,Medium/Medium,77.8,71.8,67.2,Forward,27,1376.0,52.92307692307692,41.0,26.0,21.655108138483047,3.0,4,0.0,219.0,41.0
connorwickham,2018,160,916,91.0,10,652.0,1993-03-31,190.33333333333331,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,25,441.0,55.125,470.0,8.0,24.84350127744671,3.5,4,1.0,916.0,470.0
connorwickham,2019,52,916,120.0,13,652.0,1993-03-31,190.33333333333331,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,26,532.0,38.0,315.0,7.0,24.84350127744671,3.5,4,1.0,1832.0,160.0
connorwickham,2020,171,916,0.0,3,652.0,1993-03-31,190.33333333333331,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,27,652.0,32.6,227.33333333333337,6.666666666666667,24.84350127744671,3.5,4,0.0,2748.0,52.0
costelpantilimon,2017,14,60,0.0,3,91.0,1987-02-01,203.0,98.33333333333331,Romania,Medium/Medium,72.8,53.0,74.0,Goalkeeper,30,91.0,45.5,27.0,2.0,23.862101320908863,3.0,1,0.0,60.0,27.0
craigcathcart,2017,211,324,525.0,9,7634.0,1989-02-06,189.33333333333331,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,28,1226.0,81.73333333333333,82.0,15.0,22.224013092640355,3.0,2,0.0,324.0,82.0
craigcathcart,2019,31,324,2625.0,36,7634.0,1989-02-06,189.33333333333331,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,30,1751.0,79.5909090909091,146.5,11.0,22.224013092640355,3.0,2,1.0,648.0,211.0
craigdawson,2019,19,85,2545.0,34,10727.0,1990-05-06,188.0,83.16666666666667,England,Medium/Medium,64.0,74.83333333333333,72.16666666666667,Defender,29,2639.0,94.25,66.0,28.0,23.530632261958655,3.0,2,0.0,85.0,66.0
dalestephens,2019,26,95,2674.0,35,9060.0,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.16666666666666,75.0,73.5,Midfielder,30,2683.0,89.43333333333334,34.0,30.0,21.426832237643044,3.5,3,0.0,95.0,34.0
dalestephens,2020,35,95,283.0,27,9060.0,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.16666666666666,75.0,73.5,Midfielder,31,5357.0,85.03174603174604,30.0,31.5,21.426832237643044,3.5,3,0.0,190.0,26.0
dangosling,2019,194,266,1345.0,27,6729.0,1990-02-01,183.0,79.0,England,Medium/High,59.16666666666666,69.16666666666667,72.83333333333333,Midfielder,29,1843.0,73.72,72.0,25.0,23.589835468362743,3.5,3,0.0,266.0,72.0
danielamartey,2018,330,744,679.0,10,3769.0,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,24,535.0,66.875,72.0,8.0,22.8390552714877,3.5,2,0.0,744.0,72.0
danielamartey,2020,75,744,769.0,27,3769.0,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,26,1214.0,71.41176470588235,201.0,8.5,22.8390552714877,3.5,2,1.0,1488.0,330.0
danieljames,2020,27,65,957.0,27,3359.0,1997-11-10,172.5,76.0,Wales,High/Medium,84.5,55.75,66.5,Midfielder,23,2402.0,72.78787878787878,19.0,33.0,25.54085276202478,3.5,3,0.0,65.0,19.0
danielsturridge,2017,122,270,592.0,21,2001.0,1989-09-01,184.0,76.0,England,Medium/Low,82.25,67.75,82.25,Forward,28,834.0,41.7,70.0,20.0,22.448015122873343,2.5,4,0.0,270.0,70.0
dannydrinkwater,2017,130,427,572.0,20,3496.0,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,27,2602.0,89.72413793103448,7.0,29.0,23.469670406887275,3.0,3,0.0,427.0,7.0
dannydrinkwater,2018,127,427,0.0,1,3496.0,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,28,3174.0,77.41463414634147,68.5,20.5,23.469670406887275,3.0,3,1.0,854.0,130.0
dannydrinkwater,2019,123,427,322.0,16,3496.0,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,29,3174.0,77.41463414634147,88.0,13.666666666666666,23.469670406887275,3.0,3,1.0,1281.0,127.0
dannyings,2020,61,455,2265.0,29,7175.0,1992-07-23,178.0,73.0,England,High/High,80.33333333333333,69.0,76.83333333333333,Forward,28,1696.0,70.66666666666667,106.0,24.0,23.04002019946976,4.0,4,0.0,455.0,106.0
dannyrose_1993,2016,28,370,1608.0,18,6189.0,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,23,4824.0,89.33333333333333,28.0,18.0,24.0569347455645,3.0,3,0.0,1110.0,28.0
dannyrose_1988,2016,28,370,1608.0,18,6189.0,1988-02-21,170.0,66.0,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,28,8040.0,89.33333333333333,28.0,18.0,22.837370242214536,3.5,3,0.0,1850.0,28.0
dannyrose_1990,2017,293,370,839.0,20,6189.0,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,27,9648.0,89.33333333333333,28.0,18.0,24.756761137779485,3.5,2,0.0,2220.0,28.0
dannyrose_1993,2017,293,370,839.0,20,6189.0,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,24,12165.0,88.15217391304348,116.33333333333331,15.333333333333334,24.0569347455645,3.0,3,1.0,3330.0,293.0
dannyrose_1988,2017,293,370,839.0,20,6189.0,1988-02-21,170.0,66.0,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,29,13843.0,87.61392405063292,148.45454545454547,14.363636363636363,22.837370242214536,3.5,3,1.0,4070.0,293.0
dannyrose_1990,2018,49,370,1898.0,31,6189.0,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,28,14682.0,87.39285714285714,160.5,14.0,24.756761137779485,3.5,2,1.0,4440.0,293.0
dannyrose_1993,2018,49,370,1898.0,31,6189.0,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,25,20376.0,82.82926829268293,138.2,16.4,24.0569347455645,3.0,3,0.0,5550.0,49.0
dannyrose_1988,2018,49,370,1898.0,31,6189.0,1988-02-21,170.0,66.0,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,30,24172.0,81.11409395973155,127.70588235294116,17.529411764705884,22.837370242214536,3.5,3,0.0,6290.0,49.0
dannyward_1993,2018,50,380,485.0,54,485.0,1993-06-22,191.0,88.0,Wales,Medium/Medium,72.8,53.0,68.83333333333333,Goalkeeper,25,1455.0,34.642857142857146,169.42857142857142,6.0,24.12214577451276,3.0,1,0.0,2660.0,50.0
dannyward_1990,2020,71,380,0.0,38,485.0,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward,30,1940.0,34.642857142857146,154.5,7.0,24.69135802469136,4.0,4,0.0,3040.0,50.0
dannyward_1993,2020,71,380,0.0,38,485.0,1993-06-22,191.0,88.0,Wales,Medium/Medium,72.8,53.0,68.83333333333333,Goalkeeper,27,1940.0,34.642857142857146,131.72727272727272,5.090909090909091,24.12214577451276,3.0,1,0.0,4180.0,71.0
dannywelbeck,2017,57,408,1290.0,30,4773.0,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,27,796.0,49.75,3.0,16.0,21.32943754565376,4.0,4,0.0,408.0,3.0
dannywelbeck,2018,203,408,182.0,10,4773.0,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,28,2086.0,47.40909090909091,30.0,22.0,21.32943754565376,4.0,4,0.0,816.0,57.0
dannywelbeck,2019,103,408,888.0,20,4773.0,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,29,2268.0,43.61538461538461,87.66666666666667,17.333333333333332,21.32943754565376,4.0,4,1.0,1224.0,203.0
dannywelbeck,2020,42,408,1617.0,26,4773.0,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,30,3156.0,45.08571428571429,91.5,17.5,21.32943754565376,4.0,4,0.0,1632.0,103.0
dannywilliams_1989,2017,183,366,1206.0,26,1312.0,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,28,1206.0,60.3,183.0,20.0,23.54788069073783,3.0,3,1.0,366.0,183.0
dannywilliams_1988,2017,183,366,1206.0,26,1312.0,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,29,2412.0,60.3,183.0,20.0,22.4981738495252,3.0,3,1.0,732.0,183.0
dannywilliams_1988,2017,183,366,1206.0,26,1312.0,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,29,3618.0,60.3,183.0,20.0,22.4981738495252,3.0,3,1.0,1098.0,183.0
dannywilliams_1989,2018,183,366,106.0,10,1312.0,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,29,4824.0,60.3,183.0,20.0,23.54788069073783,3.0,3,1.0,1464.0,183.0
dannywilliams_1989,2018,183,366,106.0,10,1312.0,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,29,4930.0,58.0,183.0,17.0,23.54788069073783,3.0,3,1.0,1830.0,183.0
dannywilliams_1988,2018,183,366,106.0,10,1312.0,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,30,5036.0,55.95555555555555,183.0,15.0,22.4981738495252,3.0,3,1.0,2196.0,183.0
dannywilliams_1988,2018,183,366,106.0,10,1312.0,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,30,5142.0,54.126315789473686,183.0,13.571428571428571,22.4981738495252,3.0,3,1.0,2562.0,183.0
daryljanmaat,2017,26,446,1917.0,35,5829.0,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,28,1672.0,61.92592592592592,78.0,27.0,23.37472607742878,3.5,2,0.0,446.0,78.0
daryljanmaat,2018,97,446,1602.0,22,5829.0,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,29,3589.0,71.78,52.0,25.0,23.37472607742878,3.5,2,0.0,892.0,26.0
daryljanmaat,2019,92,446,638.0,12,5829.0,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,30,5191.0,76.33823529411765,67.0,22.666666666666668,23.37472607742878,3.5,2,0.0,1338.0,97.0
davidbrooks,2019,325,483,516.0,9,2854.0,1997-07-08,179.6,61.2,Wales,Medium/Medium,70.0,59.0,68.6,Midfielder,22,2338.0,77.93333333333334,88.0,30.0,18.973120173015015,3.0,3,0.0,483.0,88.0
davidmcgoldrick,2020,18,78,2521.0,37,4410.0,1987-11-29,183.0,74.0,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72.0,Midfielder,33,1889.0,67.46428571428571,60.0,28.0,22.096807907073963,3.0,3,0.0,78.0,60.0
davidospina,2017,31,144,405.0,34,557.0,1988-08-31,183.0,79.66666666666667,Colombia,Medium/Medium,72.8,53.0,78.83333333333333,Goalkeeper,29,152.0,76.0,24.0,2.0,23.788905809867916,3.0,1,0.0,144.0,24.0
davidsilva,2018,33,140,2504.0,35,9854.0,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder,32,2555.0,88.10344827586206,11.0,29.0,24.46613738803458,3.5,3,0.0,140.0,11.0
davidsilva,2019,29,140,1907.0,33,9854.0,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder,33,5059.0,81.59677419354838,22.0,31.0,24.46613738803458,3.5,3,0.0,280.0,33.0
deandreyedlin,2018,18,327,2640.0,34,7108.0,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,25,3012.0,88.58823529411765,43.0,34.0,24.588671847651053,3.5,2,0.0,327.0,43.0
deandreyedlin,2019,184,327,999.0,25,7108.0,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,26,5652.0,89.71428571428571,30.5,31.5,24.588671847651053,3.5,2,0.0,654.0,18.0
deandreyedlin,2020,44,327,457.0,9,7108.0,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,27,6651.0,84.18987341772151,81.66666666666667,26.333333333333332,24.588671847651053,3.5,2,1.0,981.0,184.0
deanmarney,2017,34,371,0.0,11,1845.0,1984-01-31,182.2,73.2,England,Medium/High,61.2,76.4,70.0,Midfielder,33,1845.0,87.85714285714286,337.0,21.0,22.050291533772494,3.5,3,1.0,371.0,337.0
dejanlovren,2017,13,269,2259.0,34,6811.0,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,28,2689.0,92.72413793103448,7.0,29.0,23.76641014033499,3.5,2,0.0,269.0,7.0
dejanlovren,2018,138,269,1041.0,19,6811.0,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,29,4948.0,85.3103448275862,10.0,29.0,23.76641014033499,3.5,2,0.0,538.0,13.0
dejanlovren,2019,51,269,822.0,20,6811.0,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,30,5989.0,84.35211267605634,52.666666666666664,23.666666666666668,23.76641014033499,3.5,2,1.0,807.0,138.0
delealli,2017,13,194,3075.0,36,10743.0,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,21,3172.0,85.72972972972973,10.0,37.0,22.15522990184462,3.5,3,0.0,194.0,10.0
delealli,2018,104,194,1898.0,25,10743.0,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,22,6247.0,85.57534246575342,11.5,36.5,22.15522990184462,3.5,3,0.0,388.0,13.0
delealli,2019,49,194,1939.0,28,10743.0,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,23,8145.0,83.11224489795919,42.333333333333336,32.666666666666664,22.15522990184462,3.5,3,0.0,582.0,104.0
delealli,2020,18,194,659.0,23,10743.0,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,24,10084.0,81.98373983739837,44.0,30.75,22.15522990184462,3.5,3,0.0,776.0,49.0
dennispraet,2020,85,154,743.0,25,1948.0,1994-05-14,181.0,78.0,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder,26,1205.0,44.629629629629626,4.0,27.0,23.808797045267237,3.5,3,0.0,154.0,4.0
diafrasakho,2017,18,477,359.0,18,550.0,1989-12-24,184.0,79.0,Senegal,High/Medium,74.6,72.2,74.8,Forward,28,191.0,47.75,337.0,4.0,23.334120982986768,3.5,4,1.0,477.0,337.0
divockorigi,2017,18,44,14.0,2,3022.0,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward,22,1581.0,46.5,14.0,34.0,21.678806798473808,3.5,4,0.0,44.0,14.0
divockorigi,2019,12,44,804.0,37,3022.0,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward,24,1595.0,45.57142857142857,16.0,17.5,21.678806798473808,3.5,4,0.0,88.0,18.0
domingosquina,2019,36,184,38.0,16,404.0,1999-11-18,175.0,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder,20,366.0,45.75,91.0,8.0,21.46938775510204,3.0,3,0.0,184.0,91.0
dwightgayle,2019,156,299,908.0,27,3549.0,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.16666666666666,74.0,Forward,29,2061.0,58.885714285714286,15.0,35.0,24.29633958598821,3.0,4,0.0,299.0,15.0
dwightgayle,2020,97,299,580.0,27,3549.0,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.16666666666666,74.0,Forward,30,2969.0,53.981818181818184,85.5,27.5,24.29633958598821,3.0,4,1.0,598.0,156.0
dwightmcneil,2020,20,41,3231.0,36,8387.0,1999-11-22,183.0,68.66666666666667,England,High/High,74.66666666666667,63.66666666666666,71.33333333333333,Midfielder,21,3501.0,92.13157894736842,21.0,38.0,20.504245175032597,4.0,3,0.0,41.0,21.0
edenhazard,2018,19,463,3071.0,37,8661.0,1991-01-07,173.66666666666666,74.33333333333333,Belgium,High/Medium,90.0,65.5,89.5,Forward,27,3072.0,85.33333333333333,97.0,36.0,24.646239882700108,3.5,4,0.0,463.0,97.0
emilesmithrowe,2020,92,327,1493.0,23,1595.0,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder,20,102.0,51.0,117.5,1.0,19.32133800265668,3.5,3,0.0,654.0,25.0
emilkrafth,2020,52,226,1345.0,33,2380.0,1994-08-02,181.0,75.5,Sweden,High/Medium,75.0,70.83333333333333,72.16666666666667,Defender,26,1035.0,60.88235294117647,151.0,17.0,23.04569457586765,3.5,2,1.0,226.0,151.0
emrecan,2017,68,187,2199.0,29,4712.0,1994-01-12,185.66666666666663,82.66666666666667,Germany,Medium/Medium,72.33333333333333,83.33333333333333,79.66666666666667,Midfielder,23,2513.0,78.53125,39.0,32.0,23.98073805233862,3.0,3,0.0,187.0,39.0
endastevens,2020,68,80,2850.0,30,6376.0,1990-07-09,183.0,78.0,Republic of Ireland,High/Medium,70.66666666666667,68.0,70.0,Defender,30,3526.0,92.78947368421052,12.0,38.0,23.291229956104985,3.5,2,0.0,80.0,12.0
ericbailly,2017,121,533,1060.0,18,5062.0,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,23,2170.0,86.8,38.0,25.0,22.098214285714295,3.5,2,0.0,533.0,38.0
