p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
dannyward,2018,50,380,485.0,14,54,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper,25,1455.0,42.0,34.642857142857146,169.42857142857142,6.0,24.12214577451276,3.0,0.0,0.0,2660.0,50.0
dannyward,2020,71,380,0.0,0,38,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward,30,1940.0,56.0,34.642857142857146,154.5,7.0,24.691358024691358,4.0,2.0,0.0,3040.0,50.0
dannyward,2020,71,380,0.0,0,38,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper,30,1940.0,56.0,34.642857142857146,145.22222222222223,6.222222222222222,24.691358024691358,4.0,0.0,0.0,3420.0,71.0
dannyward,2020,71,380,0.0,0,38,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Forward,27,1940.0,56.0,34.642857142857146,137.8,5.6,24.12214577451276,3.0,2.0,0.0,3800.0,71.0
dannyward,2020,71,380,0.0,0,38,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper,27,1940.0,56.0,34.642857142857146,131.72727272727272,5.090909090909091,24.12214577451276,3.0,0.0,0.0,4180.0,71.0
dannywelbeck,2016,3,408,796.0,16,16,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,26,,,,,,21.32943754565376,4.0,2.0,,,
dannywelbeck,2017,57,408,1290.0,28,30,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,27,796.0,16.0,49.75,3.0,16.0,21.32943754565376,4.0,2.0,0.0,408.0,3.0
dannywelbeck,2018,203,408,182.0,8,10,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,28,2086.0,44.0,47.40909090909091,30.0,22.0,21.32943754565376,4.0,2.0,0.0,816.0,57.0
dannywelbeck,2019,103,408,888.0,18,20,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,29,2268.0,52.0,43.61538461538461,87.66666666666667,17.333333333333332,21.32943754565376,4.0,2.0,1.0,1224.0,203.0
dannywelbeck,2020,42,408,1617.0,24,26,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward,30,3156.0,70.0,45.08571428571429,91.5,17.5,21.32943754565376,4.0,2.0,0.0,1632.0,103.0
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,28,,,,,,23.54788069073783,3.0,3.0,,,
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,28,1206.0,20.0,60.3,183.0,20.0,23.54788069073783,3.0,3.0,1.0,366.0,183.0
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,29,2412.0,40.0,60.3,183.0,20.0,22.498173849525198,3.0,3.0,1.0,732.0,183.0
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,29,3618.0,60.0,60.3,183.0,20.0,22.498173849525198,3.0,3.0,1.0,1098.0,183.0
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,29,4824.0,80.0,60.3,183.0,20.0,23.54788069073783,3.0,3.0,1.0,1464.0,183.0
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder,29,4930.0,85.0,58.0,183.0,17.0,23.54788069073783,3.0,3.0,1.0,1830.0,183.0
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,30,5036.0,90.0,55.955555555555556,183.0,15.0,22.498173849525198,3.0,3.0,1.0,2196.0,183.0
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder,30,5142.0,95.0,54.126315789473686,183.0,13.571428571428571,22.498173849525198,3.0,3.0,1.0,2562.0,183.0
darrenrandolph,2020,88,88,285.0,3,27,2565.0,27,1987-05-12,187.0,78.66666666666667,Republic of Ireland,Medium/Medium,,,73.33333333333333,Goalkeeper,33,,,,,,22.496115607156813,3.0,0.0,,,
darrongibson,2016,52,127,671.0,12,13,671.0,12,1987-10-25,180.0,79.6,Republic of Ireland,Medium/Medium,52.4,69.4,72.2,Midfielder,29,,,,,,24.5679012345679,3.0,3.0,,,
daryljanmaat,2016,78,446,1672.0,27,27,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,27,,,,,,23.37472607742878,3.5,1.0,,,
daryljanmaat,2017,26,446,1917.0,23,35,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,28,1672.0,27.0,61.925925925925924,78.0,27.0,23.37472607742878,3.5,1.0,0.0,446.0,78.0
daryljanmaat,2018,97,446,1602.0,18,22,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,29,3589.0,50.0,71.78,52.0,25.0,23.37472607742878,3.5,1.0,0.0,892.0,26.0
daryljanmaat,2019,92,446,638.0,8,12,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender,30,5191.0,68.0,76.33823529411765,67.0,22.666666666666668,23.37472607742878,3.5,1.0,0.0,1338.0,97.0
davidbrooks,2018,88,483,2338.0,30,33,2854.0,39,1997-07-08,179.6,61.2,Wales,Medium/Medium,70.0,59.0,68.6,Midfielder,21,,,,,,18.973120173015015,3.0,3.0,,,
davidbrooks,2019,325,483,516.0,9,9,2854.0,39,1997-07-08,179.6,61.2,Wales,Medium/Medium,70.0,59.0,68.6,Midfielder,22,2338.0,30.0,77.93333333333334,88.0,30.0,18.973120173015015,3.0,3.0,0.0,483.0,88.0
davidbutton,2018,41,41,380.0,4,29,475.0,5,1989-02-27,191.0,78.5,England,Medium/Medium,,,68.16666666666667,Goalkeeper,29,,,,,,21.518050492036952,3.0,0.0,,,
davidezappacosta,2018,35,351,145.0,4,23,1315.0,26,1992-06-11,182.5,70.33333333333333,Italy,High/High,79.33333333333333,73.66666666666667,77.66666666666667,Defender,26,,,,,,21.117157690623632,4.0,1.0,,,
davidmartin,2019,24,24,460.0,5,13,460.0,5,1986-01-22,187.33333333333331,86.33333333333333,England,Medium/Medium,,,66.66666666666667,Goalkeeper,33,,,,,,24.600752270108035,3.0,0.0,,,
davidmcgoldrick,2019,60,78,1889.0,28,29,4410.0,63,1987-11-29,183.0,74.0,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72.0,Midfielder,32,,,,,,22.096807907073963,3.0,3.0,,,
davidmcgoldrick,2020,18,78,2521.0,35,37,4410.0,63,1987-11-29,183.0,74.0,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72.0,Midfielder,33,1889.0,28.0,67.46428571428571,60.0,28.0,22.096807907073963,3.0,3.0,0.0,78.0,60.0
davidospina,2016,24,144,152.0,2,34,557.0,7,1988-08-31,183.0,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper,28,,,,,,23.788905809867916,3.0,0.0,,,
davidospina,2017,31,144,405.0,5,34,557.0,7,1988-08-31,183.0,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper,29,152.0,2.0,76.0,24.0,2.0,23.788905809867916,3.0,0.0,0.0,144.0,24.0
davidsilva,2017,11,140,2555.0,29,30,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder,31,,,,,,24.46613738803458,3.5,3.0,,,
davidsilva,2018,33,140,2504.0,33,35,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder,32,2555.0,29.0,88.10344827586206,11.0,29.0,24.46613738803458,3.5,3.0,0.0,140.0,11.0
davidsilva,2019,29,140,1907.0,27,33,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder,33,5059.0,62.0,81.59677419354838,22.0,31.0,24.46613738803458,3.5,3.0,0.0,280.0,33.0
davyklaassen,2017,15,38,270.0,7,12,270.0,7,1993-02-21,179.33333333333334,70.66666666666667,Netherlands,High/High,69.66666666666667,76.5,79.5,Midfielder,24,,,,,,21.973162338828924,4.0,3.0,,,
deandreyedlin,2017,43,327,3012.0,34,35,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,24,,,,,,24.588671847651053,3.5,1.0,,,
deandreyedlin,2018,18,327,2640.0,29,34,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,25,3012.0,34.0,88.58823529411765,43.0,34.0,24.588671847651053,3.5,1.0,0.0,327.0,43.0
deandreyedlin,2019,184,327,999.0,16,25,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,26,5652.0,63.0,89.71428571428571,30.5,31.5,24.588671847651053,3.5,1.0,0.0,654.0,18.0
deandreyedlin,2020,44,327,457.0,6,9,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666669,72.66666666666667,73.83333333333333,Defender,27,6651.0,79.0,84.18987341772151,81.66666666666667,26.333333333333332,24.588671847651053,3.5,1.0,1.0,981.0,184.0
deanhenderson,2020,29,29,1190.0,13,38,4610.0,49,1997-03-12,190.0,84.0,England,Medium/Medium,,,68.2,Goalkeeper,23,,,,,,23.26869806094183,3.0,0.0,,,
deanmarney,2016,337,371,1845.0,21,21,1845.0,21,1984-01-31,182.2,73.2,England,Medium/High,61.2,76.4,70.0,Midfielder,32,,,,,,22.050291533772494,3.5,3.0,,,
deanmarney,2017,34,371,0.0,0,11,1845.0,21,1984-01-31,182.2,73.2,England,Medium/High,61.2,76.4,70.0,Midfielder,33,1845.0,21.0,87.85714285714286,337.0,21.0,22.050291533772494,3.5,3.0,1.0,371.0,337.0
dejanlovren,2016,7,269,2689.0,29,31,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,27,,,,,,23.766410140334994,3.5,1.0,,,
dejanlovren,2017,13,269,2259.0,29,34,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,28,2689.0,29.0,92.72413793103448,7.0,29.0,23.766410140334994,3.5,1.0,0.0,269.0,7.0
dejanlovren,2018,138,269,1041.0,13,19,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,29,4948.0,58.0,85.3103448275862,10.0,29.0,23.766410140334994,3.5,1.0,0.0,538.0,13.0
dejanlovren,2019,51,269,822.0,10,20,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender,30,5989.0,71.0,84.35211267605634,52.666666666666664,23.666666666666668,23.766410140334994,3.5,1.0,1.0,807.0,138.0
delealli,2016,10,194,3172.0,37,37,10743.0,138,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,20,,,,,,22.15522990184462,3.5,3.0,,,
delealli,2017,13,194,3075.0,36,36,10743.0,138,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,21,3172.0,37.0,85.72972972972973,10.0,37.0,22.15522990184462,3.5,3.0,0.0,194.0,10.0
delealli,2018,104,194,1898.0,25,25,10743.0,138,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,22,6247.0,73.0,85.57534246575342,11.5,36.5,22.15522990184462,3.5,3.0,0.0,388.0,13.0
delealli,2019,49,194,1939.0,25,28,10743.0,138,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,23,8145.0,98.0,83.11224489795919,42.333333333333336,32.666666666666664,22.15522990184462,3.5,3.0,0.0,582.0,104.0
delealli,2020,18,194,659.0,15,23,10743.0,138,1996-04-11,187.83333333333331,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder,24,10084.0,123.0,81.98373983739837,44.0,30.75,22.15522990184462,3.5,3.0,0.0,776.0,49.0
demaraigray,2018,31,31,2072.0,34,35,5756.0,121,1996-06-28,179.66666666666666,71.33333333333333,England,Medium/Medium,88.33333333333333,54.333333333333336,72.83333333333333,Forward,22,,,,,,22.098230420520377,3.0,2.0,,,
demeacoduhaney,2018,72,72,45.0,1,2,45.0,1,1998-10-13,180.0,70.0,England,High/Medium,71.0,64.0,61.0,Defender,20,,,,,,21.604938271604937,3.5,1.0,,,
denisodoi,2018,15,31,2744.0,31,34,3029.0,34,1988-05-27,178.33333333333334,69.33333333333333,Belgium,High/High,82.0,70.0,71.0,Defender,30,,,,,,21.80103065769936,4.0,1.0,,,
dennispraet,2019,4,154,1205.0,27,34,1948.0,42,1994-05-14,181.0,78.0,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder,25,,,,,,23.808797045267237,3.5,3.0,,,
dennispraet,2020,85,154,743.0,15,25,1948.0,42,1994-05-14,181.0,78.0,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder,26,1205.0,27.0,44.629629629629626,4.0,27.0,23.808797045267237,3.5,3.0,0.0,154.0,4.0
dennissrbeny,2019,86,153,78.0,8,18,78.0,8,1994-05-05,190.0,83.0,Germany,High/Medium,65.25,70.0,66.0,Forward,25,,,,,,22.991689750692522,3.5,2.0,,,
diafrasakho,2016,337,477,191.0,4,5,550.0,18,1989-12-24,184.0,79.0,Senegal,High/Medium,74.6,72.2,74.8,Forward,27,,,,,,23.334120982986768,3.5,2.0,,,
diafrasakho,2017,18,477,359.0,14,18,550.0,18,1989-12-24,184.0,79.0,Senegal,High/Medium,74.6,72.2,74.8,Forward,28,191.0,4.0,47.75,337.0,4.0,23.334120982986768,3.5,2.0,1.0,477.0,337.0
dieumercimbokani,2016,146,266,808.0,12,17,808.0,12,1985-11-22,185.0,73.0,DR Congo,High/Medium,72.33333333333333,76.0,78.33333333333333,Forward,31,,,,,,21.32943754565376,3.5,2.0,,,
dimitripayet,2016,14,118,1587.0,18,18,1587.0,18,1987-03-29,175.0,77.0,France,High/Low,73.83333333333333,68.33333333333333,83.0,Midfielder,29,,,,,,25.142857142857142,3.0,3.0,,,
divockorigi,2016,14,44,1581.0,34,38,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward,21,,,,,,21.678806798473808,3.5,2.0,,,
divockorigi,2017,18,44,14.0,1,2,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward,22,1581.0,34.0,46.5,14.0,34.0,21.678806798473808,3.5,2.0,0.0,44.0,14.0
divockorigi,2019,12,44,804.0,28,37,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward,24,1595.0,35.0,45.57142857142857,16.0,17.5,21.678806798473808,3.5,2.0,0.0,88.0,18.0
domingosquina,2018,91,184,366.0,8,19,404.0,12,1999-11-18,175.0,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder,19,,,,,,21.46938775510204,3.0,3.0,,,
domingosquina,2019,36,184,38.0,4,16,404.0,12,1999-11-18,175.0,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder,20,366.0,8.0,45.75,91.0,8.0,21.46938775510204,3.0,3.0,0.0,184.0,91.0
dominicsolanke,2018,157,201,382.0,10,11,2826.0,63,1997-09-14,186.0,77.5,England,High/Medium,71.16666666666667,63.16666666666666,68.83333333333333,Forward,21,,,,,,22.40143369175627,3.5,2.0,,,
donnyvandebeek,2020,14,78,601.0,19,34,601.0,19,1997-04-18,183.33333333333331,74.33333333333333,Netherlands,Medium/Medium,65.16666666666667,73.33333333333333,75.5,Midfielder,23,,,,,,22.11570247933885,3.0,3.0,,,
duncanwatmore,2016,286,732,1060.0,14,14,1060.0,14,1994-03-08,175.0,72.0,England,High/Medium,79.8,57.8,67.2,Forward,22,,,,,,23.510204081632654,3.5,2.0,,,
dusantadic,2016,25,36,2496.0,33,33,5374.0,69,1988-11-20,181.0,76.0,Serbia,Medium/Medium,69.66666666666667,67.0,80.83333333333333,Midfielder,28,,,,,,23.198315069747565,3.0,3.0,,,
dwightgayle,2017,15,299,2061.0,35,36,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.16666666666666,74.0,Forward,27,,,,,,24.29633958598821,3.0,2.0,,,
dwightgayle,2019,156,299,908.0,20,27,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.16666666666666,74.0,Forward,29,2061.0,35.0,58.885714285714286,15.0,35.0,24.29633958598821,3.0,2.0,0.0,299.0,15.0
dwightgayle,2020,97,299,580.0,18,27,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.16666666666666,74.0,Forward,30,2969.0,55.0,53.981818181818184,85.5,27.5,24.29633958598821,3.0,2.0,1.0,598.0,156.0
dwightmcneil,2019,21,41,3501.0,38,38,8387.0,96,1999-11-22,183.0,68.66666666666667,England,High/High,74.66666666666667,63.66666666666666,71.33333333333333,Midfielder,20,,,,,,20.504245175032597,4.0,3.0,,,
dwightmcneil,2020,20,41,3231.0,36,36,8387.0,96,1999-11-22,183.0,68.66666666666667,England,High/High,74.66666666666667,63.66666666666666,71.33333333333333,Midfielder,21,3501.0,38.0,92.13157894736842,21.0,38.0,20.504245175032597,4.0,3.0,0.0,41.0,21.0
eberechieze,2020,166,166,2684.0,34,36,2684.0,34,1998-06-29,173.0,67.0,England,Medium/Medium,70.75,62.0,66.0,Midfielder,22,,,,,,22.386314277122523,3.0,3.0,,,
edenhazard,2016,97,463,3072.0,36,36,8661.0,107,1991-01-07,173.66666666666666,74.33333333333333,Belgium,High/Medium,90.0,65.5,89.5,Forward,25,,,,,,24.646239882700108,3.5,2.0,,,
edenhazard,2018,19,463,3071.0,37,37,8661.0,107,1991-01-07,173.66666666666666,74.33333333333333,Belgium,High/Medium,90.0,65.5,89.5,Forward,27,3072.0,36.0,85.33333333333333,97.0,36.0,24.646239882700108,3.5,2.0,0.0,463.0,97.0
edimilsonfernandes,2017,144,351,885.0,14,19,1992.0,42,1996-04-15,189.0,73.5,Switzerland,High/Medium,75.16666666666667,67.66666666666667,69.66666666666667,Midfielder,21,,,,,,20.5761316872428,3.5,3.0,,,
edinsoncavani,2020,42,234,1473.0,26,26,1473.0,26,1987-02-14,184.4,73.4,Uruguay,High/High,76.0,81.4,86.8,Forward,33,,,,,,21.586102079323926,4.0,2.0,,,
eliaquimmangala,2017,262,452,668.0,11,26,668.0,11,1991-02-13,187.0,84.0,France,Medium/High,67.16666666666667,82.5,77.5,Defender,26,,,,,,24.021275987303035,3.5,1.0,,,
eliaskachunga,2017,147,173,1378.0,19,20,2629.0,39,1992-04-22,178.0,74.0,DR Congo,High/Medium,80.5,69.16666666666667,70.33333333333333,Forward,25,,,,,,23.355636914530994,3.5,2.0,,,
emersonhyndman,2018,32,368,42.0,1,4,101.0,2,1996-04-09,170.66666666666666,61.0,United States,High/Medium,66.66666666666667,45.833333333333336,66.0,Midfielder,22,,,,,,20.942687988281254,3.5,3.0,,,
emilesmithrowe,2018,210,327,0.0,0,3,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder,18,,,,,,19.32133800265668,3.5,3.0,,,
emilesmithrowe,2019,25,327,102.0,2,4,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder,19,0.0,0.0,,210.0,0.0,19.32133800265668,3.5,3.0,1.0,327.0,210.0
emilesmithrowe,2020,92,327,1493.0,20,23,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder,20,102.0,2.0,51.0,117.5,1.0,19.32133800265668,3.5,3.0,0.0,654.0,25.0
emilkrafth,2019,151,226,1035.0,17,31,2380.0,33,1994-08-02,181.0,75.5,Sweden,High/Medium,75.0,70.83333333333333,72.16666666666667,Defender,25,,,,,,23.045694575867646,3.5,1.0,,,
emilkrafth,2020,52,226,1345.0,16,33,2380.0,33,1994-08-02,181.0,75.5,Sweden,High/Medium,75.0,70.83333333333333,72.16666666666667,Defender,26,1035.0,17.0,60.88235294117647,151.0,17.0,23.045694575867646,3.5,1.0,1.0,226.0,151.0
emrecan,2016,39,187,2513.0,32,33,4712.0,58,1994-01-12,185.66666666666663,82.66666666666667,Germany,Medium/Medium,72.33333333333333,83.33333333333333,79.66666666666667,Midfielder,22,,,,,,23.98073805233862,3.0,3.0,,,
emrecan,2017,68,187,2199.0,26,29,4712.0,58,1994-01-12,185.66666666666663,82.66666666666667,Germany,Medium/Medium,72.33333333333333,83.33333333333333,79.66666666666667,Midfielder,23,2513.0,32.0,78.53125,39.0,32.0,23.98073805233862,3.0,3.0,0.0,187.0,39.0
endastevens,2019,12,80,3526.0,38,38,6376.0,68,1990-07-09,183.0,78.0,Republic of Ireland,High/Medium,70.66666666666667,68.0,70.0,Defender,29,,,,,,23.291229956104985,3.5,1.0,,,
endastevens,2020,68,80,2850.0,30,30,6376.0,68,1990-07-09,183.0,78.0,Republic of Ireland,High/Medium,70.66666666666667,68.0,70.0,Defender,30,3526.0,38.0,92.78947368421052,12.0,38.0,23.291229956104985,3.5,1.0,0.0,80.0,12.0
ericbailly,2016,38,533,2170.0,25,27,5062.0,66,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,22,,,,,,22.098214285714295,3.5,1.0,,,
ericbailly,2017,121,533,1060.0,13,18,5062.0,66,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,23,2170.0,25.0,86.8,38.0,25.0,22.098214285714295,3.5,1.0,0.0,533.0,38.0
ericbailly,2018,130,533,694.0,12,21,5062.0,66,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,24,3230.0,38.0,85.0,79.5,19.0,22.098214285714295,3.5,1.0,1.0,1066.0,121.0
ericbailly,2019,174,533,168.0,4,14,5062.0,66,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,25,3924.0,50.0,78.48,96.33333333333333,16.666666666666668,22.098214285714295,3.5,1.0,1.0,1599.0,130.0
ericbailly,2020,70,533,970.0,12,26,5062.0,66,1994-04-12,186.66666666666663,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender,26,4092.0,54.0,75.77777777777777,115.75,13.5,22.098214285714295,3.5,1.0,1.0,2132.0,174.0
ericdier,2016,14,152,3209.0,36,37,11846.0,137,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,22,,,,,,24.769319132465142,3.5,1.0,,,
ericdier,2018,113,152,1579.0,20,24,11846.0,137,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,24,3209.0,36.0,89.13888888888889,14.0,36.0,24.769319132465142,3.5,1.0,0.0,152.0,14.0
ericdier,2019,13,152,1426.0,19,32,11846.0,137,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,25,4788.0,56.0,85.5,63.5,28.0,24.769319132465142,3.5,1.0,0.0,304.0,113.0
ericdier,2020,12,152,2660.0,28,37,11846.0,137,1994-01-15,188.66666666666663,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender,26,6214.0,75.0,82.85333333333334,46.666666666666664,25.0,24.769319132465142,3.5,1.0,0.0,456.0,13.0
erikdurm,2018,83,581,2177.0,28,30,2177.0,28,1992-05-12,182.83333333333331,71.66666666666667,Germany,High/Medium,79.16666666666667,70.5,75.16666666666667,Defender,26,,,,,,21.43909510399208,3.5,1.0,,,
eriklamela,2016,388,652,633.0,9,9,4686.0,101,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,24,,,,,,22.851446554523477,4.0,3.0,,,
eriklamela,2018,133,652,1032.0,19,22,4686.0,101,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,26,633.0,9.0,70.33333333333333,388.0,9.0,22.851446554523477,4.0,3.0,1.0,652.0,388.0
eriklamela,2019,78,652,1291.0,25,27,4686.0,101,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,27,1665.0,28.0,59.464285714285715,260.5,14.0,22.851446554523477,4.0,3.0,1.0,1304.0,133.0
eriklamela,2020,53,652,808.0,23,28,4686.0,101,1992-03-04,183.16666666666663,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder,28,2956.0,53.0,55.77358490566038,199.66666666666666,17.666666666666668,22.851446554523477,4.0,3.0,0.0,1956.0,78.0
erikpieters,2017,17,50,2860.0,31,32,9518.0,111,1988-08-07,183.16666666666663,85.66666666666667,Netherlands,Medium/High,66.33333333333333,78.33333333333333,74.33333333333333,Defender,29,,,,,,25.534007671793624,3.5,1.0,,,
erikpieters,2020,33,50,1345.0,20,32,9518.0,111,1988-08-07,183.16666666666663,85.66666666666667,Netherlands,Medium/High,66.33333333333333,78.33333333333333,74.33333333333333,Defender,32,2860.0,31.0,92.25806451612904,17.0,31.0,25.534007671793624,3.5,1.0,0.0,50.0,17.0
ethanampadu,2017,123,370,15.0,1,12,2210.0,26,2000-09-14,182.66666666666663,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender,17,,,,,,21.77793169588152,3.0,1.0,,,
ethanampadu,2018,76,370,0.0,0,4,2210.0,26,2000-09-14,182.66666666666663,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender,18,15.0,1.0,15.0,123.0,1.0,21.77793169588152,3.0,1.0,1.0,370.0,123.0
ethanampadu,2020,39,370,2195.0,25,29,2210.0,26,2000-09-14,182.66666666666663,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender,20,15.0,1.0,15.0,99.5,0.5,21.77793169588152,3.0,1.0,0.0,740.0,76.0
ezrikonsa,2019,17,29,2142.0,25,38,5469.0,61,1998-04-06,183.0,77.0,England,Medium/Medium,74.8,67.6,65.0,Defender,21,,,,,,22.99262444384723,3.0,1.0,,,
